Date,Ticker,Headline
2025-02-05,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-02-05,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-02-05,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-02-05,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-02-06,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-02-06,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-02-06,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-02-07,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-02-07,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-02-07,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-02-10,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-02-10,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-02-10,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-02-10,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-02-10,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-02-11,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-02-11,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-02-11,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-02-11,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-02-11,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-02-12,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-02-12,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-02-13,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-02-13,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-02-13,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-02-13,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-02-14,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-02-14,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-02-17,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-02-17,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-02-17,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-02-17,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-02-17,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-02-18,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-02-18,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-02-18,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-02-18,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-02-18,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-02-18,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-02-19,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-02-19,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-02-19,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-02-19,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-02-20,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-02-20,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-02-21,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-02-21,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-02-21,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-02-21,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-02-21,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-02-24,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-02-24,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-02-24,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-02-24,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-02-25,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-02-25,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-02-25,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-02-25,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-02-25,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-02-25,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-02-27,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-02-27,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-02-27,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-02-27,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-02-28,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-02-28,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-02-28,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-03-03,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-03-03,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-03-03,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-03-03,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-03-03,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-03-03,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-03-04,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-03-04,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-03-04,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-03-05,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-03-05,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-03-05,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-03-05,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-03-06,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-03-06,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-03-07,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-03-07,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-03-07,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-03-07,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-03-07,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-03-07,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-03-10,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-03-10,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-03-10,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-03-10,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-03-10,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-03-11,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-03-11,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-03-12,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-03-12,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-03-12,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-03-13,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-03-13,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-03-13,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-03-17,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-03-17,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-03-17,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-03-17,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-03-18,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-03-18,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-03-18,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-03-18,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-03-18,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-03-19,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-03-19,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-03-19,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-03-19,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-03-20,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-03-20,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-03-20,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-03-20,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-03-20,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-03-20,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-03-21,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-03-21,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-03-21,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-03-21,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-03-24,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-03-24,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-03-24,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-03-24,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-03-24,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-03-25,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-03-25,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-03-26,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-03-26,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-03-26,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-03-26,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-03-27,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-03-27,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-03-27,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-03-27,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-03-27,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-03-27,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-03-28,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-03-28,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-03-28,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-04-01,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-04-01,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-04-01,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-04-01,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-04-02,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-04-02,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-04-03,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-04-03,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-04-03,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-04-03,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-04-03,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-04-04,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-04-04,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-04-04,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-04-04,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-04-04,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-04-07,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-04-07,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-04-07,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-04-07,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-04-07,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-04-08,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-04-08,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-04-08,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-04-08,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-04-09,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-04-09,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-04-09,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-04-09,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-04-11,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-04-11,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-04-11,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-04-11,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-04-15,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-04-15,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-04-15,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-04-16,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-04-16,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-04-17,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-04-17,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-04-17,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-04-17,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-04-17,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-04-17,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-04-21,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-04-21,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-04-21,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-04-21,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-04-21,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-04-21,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-04-22,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-04-22,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-04-22,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-04-22,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-04-23,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-04-23,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-04-23,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-04-23,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-04-24,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-04-24,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-04-24,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-04-24,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-04-24,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-04-24,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-04-25,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-04-25,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-04-25,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-04-25,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-04-28,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-04-28,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-04-28,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-04-28,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-04-29,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-04-29,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-04-30,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-04-30,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-04-30,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-04-30,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-05-02,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-05-02,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-05-02,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-05-02,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-05-05,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-05-05,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-05-05,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-05-06,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-05-06,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-05-06,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-05-06,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-05-07,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-05-07,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-05-07,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-05-08,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-05-08,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-05-08,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-05-09,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-05-09,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-05-09,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-05-09,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-05-12,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-05-12,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-05-12,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-05-12,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-05-12,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-05-13,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-05-13,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-05-14,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-05-14,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-05-15,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-05-15,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-05-15,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-05-16,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-05-16,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-05-16,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-05-16,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-05-16,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-05-19,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-05-19,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-05-20,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-05-20,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-05-21,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-05-21,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-05-21,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-05-22,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-05-22,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-05-22,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-05-22,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-05-22,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-05-22,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-05-23,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-05-23,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-05-23,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-05-26,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-05-26,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-05-26,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-05-26,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-05-27,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-05-27,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-05-27,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-05-27,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-05-28,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-05-28,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-05-28,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-05-28,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-05-28,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-05-29,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-05-29,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-05-30,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-05-30,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-05-30,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-05-30,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-05-30,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-05-30,^NSEBANK,Bad-loan provisions climb across mid-tier financial institutions.
2025-06-02,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-06-02,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-06-02,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-06-02,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-06-02,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-06-02,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-06-03,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-06-03,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-06-03,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-06-04,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-06-04,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-06-04,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-06-04,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-06-04,^NSEBANK,Axis and ICICI Bank derivatives options capture massive upside volume sweeps.
2025-06-05,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-06-05,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-06-05,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-06-05,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-06-06,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-06-06,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-06-06,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-06-06,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-06-06,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
2025-06-09,^NSEI,Corporate tax restructuring murmurs trigger volatile midday index swings.
2025-06-09,^NSEI,"GST collections surpass tracking estimates, pointing to robust domestic consumption."
2025-06-09,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-06-09,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-06-10,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-06-10,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-06-10,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-06-11,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-06-11,^NSEBANK,Interbank liquidity deficits drop significantly after market stabilization liquidity pumps.
2025-06-12,^NSEI,"Retail inflation cools to historic lows, boosting manufacturing projections."
2025-06-12,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-06-12,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-06-12,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-06-12,^NSEBANK,Private bank net interest margins experience unexpected compression.
2025-06-12,^NSEBANK,HDFC Bank asset-quality metrics surprise Street analysts favorably.
2025-06-13,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-06-13,^NSEI,"RBI holds repo rate steady, flags near-term inflation upside risks."
2025-06-13,^NSEI,Nifty index reclaims crucial psychological support level on heavy institutional buying.
2025-06-13,^NSEBANK,Banking regulation enforcement updates trigger broad sector consolidation.
2025-06-16,^NSEI,Geopolitical friction in energy corridors forces domestic margin contraction.
2025-06-16,^NSEI,FII outflows accelerate across Indian blue chips amid global bond yield spikes.
2025-06-16,^NSEBANK,PSU banks rally aggressively following infrastructural credit budget increases.
